Key,Date,Day,AvailableTime,Distance,AirScore,WeatherScore,Dorm,IOS
B5,1/5/19,Wednesday,NA,NA,1,2,NO,1
B5,2/5/19,Thursday,11505,NA,3,2,NO,1
B5,7/5/19,Tuesday,12590,774.9080656,1,5,NO,1
B5,8/5/19,Wednesday,NA,258.0881473,1,3,NO,1
B5,9/5/19,Thursday,11505,774.9080656,1,2,NO,1
C1,15/04/2019,Monday,1627.5,139.4843326,1,5,NO,1
C1,16/04/2019,Tuesday,NA,258.0881473,1,2,NO,1
C1,17/04/2019,Wednesday,1753,NA,1,4,NO,1
C1,18/04/2019,Thursday,3861,NA,1,1,NO,1
C1,19/04/2019,Friday,NA,NA,1,2,NO,1
C1,22/04/2019,Monday,1627.5,NA,1,2,NO,1
C1,23/04/2019,Tuesday,NA,NA,2,1,NO,1
C1,24/04/2019,Wednesday,1753,198.5964061,1,1,NO,1
C1,29/04/2019,Monday,1627.5,NA,1,1,NO,1
C1,30/04/2019,Tuesday,NA,NA,1,2,NO,1
C1,1/5/19,Wednesday,1753,NA,1,2,NO,1
C1,2/5/19,Thursday,3861,258.0881473,3,2,NO,1
C1,3/5/19,Friday,NA,NA,1,2,NO,1
C2,15/04/2019,Monday,4275,258.0881473,1,5,NO,1
C2,16/04/2019,Tuesday,NA,NA,1,2,NO,1
C2,17/04/2019,Wednesday,NA,258.0881473,1,4,NO,1
C2,22/04/2019,Monday,4275,NA,1,2,NO,1
C2,23/04/2019,Tuesday,NA,NA,2,1,NO,1
C2,24/04/2019,Wednesday,NA,258.0881473,1,1,NO,1
C2,25/04/2019,Thursday,NA,NA,1,1,NO,1
C2,29/04/2019,Monday,4275,258.0881473,1,1,NO,1
C2,30/04/2019,Tuesday,NA,NA,1,2,NO,1
C2,1/5/19,Wednesday,NA,NA,1,2,NO,1
C2,3/5/19,Friday,58.5,139.4843326,1,2,NO,1
C2,7/5/19,Tuesday,NA,258.0881473,1,5,NO,1
C3,16/04/2019,Tuesday,2053.6,258.0881473,1,2,NO,1
C3,17/04/2019,Wednesday,NA,NA,1,4,NO,1
C3,18/04/2019,Thursday,3915.5,258.0881473,1,1,NO,1
C3,23/04/2019,Tuesday,2053.6,258.0881473,2,1,NO,1
C3,25/04/2019,Thursday,3915.5,NA,1,1,NO,1
C3,29/04/2019,Monday,NA,NA,1,1,NO,1
C3,30/04/2019,Tuesday,2053.6,258.0881473,1,2,NO,0
C3,1/5/19,Wednesday,NA,NA,1,2,NO,1
C3,7/5/19,Tuesday,2053.6,258.0881473,1,5,NO,1
C3,8/5/19,Wednesday,NA,NA,1,3,NO,1
C3,9/5/19,Thursday,3915.5,258.0881473,1,2,NO,1
C4,17/04/2019,Wednesday,385,NA,1,4,NO,1
C4,18/04/2019,Thursday,NA,NA,1,1,NO,1
C4,19/04/2019,Friday,NA,NA,1,2,NO,1
C4,22/04/2019,Monday,1184,NA,1,2,NO,1
C4,23/04/2019,Tuesday,2536,NA,2,1,NO,1
C4,25/04/2019,Thursday,NA,NA,1,1,NO,1
C4,26/04/2019,Friday,NA,NA,1,1,NO,1
C4,29/04/2019,Monday,1184,NA,1,1,NO,1
C4,30/04/2019,Tuesday,2536,NA,1,2,NO,0
C4,1/5/19,Wednesday,385,NA,1,2,NO,1
C4,2/5/19,Thursday,NA,NA,3,2,NO,1
C4,3/5/19,Friday,NA,NA,1,2,NO,1
C4,7/5/19,Tuesday,2536,NA,1,5,NO,1
C4,8/5/19,Wednesday,385,NA,1,3,NO,1
C4,9/5/19,Thursday,NA,NA,1,2,NO,1
C5,15/04/2019,Monday,5791.666667,NA,1,5,NO,1
C5,16/04/2019,Tuesday,2681.076923,132.335733,1,2,NO,0
C5,17/04/2019,Wednesday,5361.5,NA,1,4,NO,1
C5,18/04/2019,Thursday,1894.538462,258.0881473,1,1,NO,0
C5,22/04/2019,Monday,5791.666667,258.0881473,1,2,NO,0
C5,23/04/2019,Tuesday,2681.076923,141.7767165,2,1,NO,0
C5,24/04/2019,Wednesday,5361.5,NA,1,1,NO,1
C5,25/04/2019,Thursday,1894.538462,132.335733,1,1,NO,1
C5,29/04/2019,Monday,5791.666667,258.0881473,1,1,NO,1
C5,30/04/2019,Tuesday,2681.076923,132.335733,1,2,NO,0
C5,1/5/19,Wednesday,5361.5,258.0881473,1,2,NO,0
C5,2/5/19,Thursday,1894.538462,132.335733,3,2,NO,0
C5,7/5/19,Tuesday,2681.076923,258.0881473,1,5,NO,0
C5,8/5/19,Wednesday,5361.5,258.0881473,1,3,NO,1
C5,9/5/19,Thursday,1894.538462,141.7767165,1,2,NO,1
D1,17/04/2019,Wednesday,167,381.0893375,1,4,NO,1
D1,18/04/2019,Thursday,304.5,258.0881473,1,1,NO,1
D1,19/04/2019,Friday,NA,774.9080656,1,2,NO,1
D1,23/04/2019,Tuesday,NA,258.0881473,2,1,NO,1
D1,24/04/2019,Wednesday,167,NA,1,1,NO,1
D1,25/04/2019,Thursday,304.5,258.0881473,1,1,NO,0
D1,26/04/2019,Friday,NA,NA,1,1,NO,1
D1,30/04/2019,Tuesday,NA,258.0881473,1,2,NO,1
D1,1/5/19,Wednesday,167,180.4581399,1,2,NO,1
D1,2/5/19,Thursday,304.5,NA,3,2,NO,1
D1,7/5/19,Tuesday,NA,NA,1,5,NO,1
D1,8/5/19,Wednesday,167,NA,1,3,NO,1
D2,15/04/2019,Monday,604,258.0881473,1,5,NO,1
D2,16/04/2019,Tuesday,2999,258.0881473,1,2,NO,1
D2,22/04/2019,Monday,604,139.4843326,1,2,NO,1
D2,25/04/2019,Thursday,1981.5,132.335733,1,1,NO,1
D2,1/5/19,Wednesday,NA,258.0881473,1,2,NO,1
D2,8/5/19,Wednesday,NA,NA,1,3,NO,1
D2,9/5/19,Thursday,1981.5,139.4843326,1,2,NO,0
D3,16/04/2019,Tuesday,3546,141.7767165,1,2,YES,1
D3,17/04/2019,Wednesday,4083.5,515.0831232,1,4,YES,1
D3,18/04/2019,Thursday,1787,515.0831232,1,1,YES,1
D3,22/04/2019,Monday,4013.5,515.0831232,1,2,YES,1
D3,23/04/2019,Tuesday,3546,258.0881473,2,1,YES,1
D3,29/04/2019,Monday,4013.5,515.0831232,1,1,YES,1
D3,2/5/19,Thursday,1787,515.0831232,3,2,YES,0
D3,7/5/19,Tuesday,3546,258.0881473,1,5,YES,0
D3,8/5/19,Wednesday,4083.5,515.0831232,1,3,YES,1
D4,11/4/19,Thursday,2178,NA,1,1,NO,1
D4,12/4/19,Friday,NA,NA,1,2,NO,1
D4,15/04/2019,Monday,NA,NA,1,5,NO,1
D4,18/04/2019,Thursday,2178,NA,1,1,NO,0
D4,22/04/2019,Monday,NA,NA,1,2,NO,0
D4,23/04/2019,Tuesday,NA,NA,2,1,NO,1
D4,24/04/2019,Wednesday,6117,NA,1,1,NO,0
D4,1/5/19,Wednesday,6117,258.0881473,1,2,NO,0
D5,16/04/2019,Tuesday,NA,NA,1,2,NO,1
D5,17/04/2019,Wednesday,NA,NA,1,4,NO,1
D5,18/04/2019,Thursday,2392,NA,1,1,NO,1
D5,22/04/2019,Monday,NA,NA,1,2,NO,1
D5,23/04/2019,Tuesday,NA,NA,2,1,NO,1
D5,24/04/2019,Wednesday,NA,NA,1,1,NO,1
D5,26/04/2019,Friday,NA,NA,1,1,NO,1
D5,29/04/2019,Monday,NA,258.0881473,1,1,NO,1
D5,30/04/2019,Tuesday,NA,NA,1,2,NO,1
D5,2/5/19,Thursday,2392,NA,3,2,NO,1
D5,7/5/19,Tuesday,NA,NA,1,5,NO,1
D5,9/5/19,Thursday,2392,258.0881473,1,2,NO,0
E1,15/04/2019,Monday,3141.5,NA,1,5,NO,1
E1,16/04/2019,Tuesday,2414,258.0881473,1,2,NO,1
E1,18/04/2019,Thursday,3605,NA,1,1,NO,1
E1,22/04/2019,Monday,3141.5,258.0881473,1,2,NO,1
E1,23/04/2019,Tuesday,2414,NA,2,1,NO,1
E1,3/5/19,Friday,NA,351.5160671,1,2,NO,1
E1,7/5/19,Tuesday,2414,258.0881473,1,5,NO,1
E1,8/5/19,Wednesday,7356,258.0881473,1,3,NO,1
E1,9/5/19,Thursday,3605,258.0881473,1,2,NO,1
E2,15/04/2019,Monday,6801,258.0881473,1,5,NO,0
E2,16/04/2019,Tuesday,1040.5,258.0881473,1,2,NO,0
E2,17/04/2019,Wednesday,1083,258.0881473,1,4,NO,0
E2,23/04/2019,Tuesday,1040.5,258.0881473,2,1,NO,1
E2,24/04/2019,Wednesday,1083,258.0881473,1,1,NO,1
E2,25/04/2019,Thursday,3008,258.0881473,1,1,NO,0
E2,7/5/19,Tuesday,1040.5,258.0881473,1,5,NO,1
E2,8/5/19,Wednesday,1083,202.9398888,1,3,NO,1
E2,9/5/19,Thursday,3008,258.0881473,1,2,NO,1
E3,15/04/2019,Monday,1230.666667,258.0881473,1,5,NO,0
E3,17/04/2019,Wednesday,1220.6,258.0881473,1,4,NO,0
E3,18/04/2019,Thursday,459.5,258.0881473,1,1,NO,1
E3,25/04/2019,Thursday,459.5,258.0881473,1,1,NO,1
E3,29/04/2019,Monday,1230.666667,139.4843326,1,1,NO,0
E3,1/5/19,Wednesday,1220.6,258.0881473,1,2,NO,0
E3,2/5/19,Thursday,459.5,258.0881473,3,2,NO,1
E3,8/5/19,Wednesday,1220.6,258.0881473,1,3,NO,0
E3,9/5/19,Thursday,459.5,258.0881473,1,2,NO,0
F1,16/04/2019,Tuesday,1790.666667,NA,1,2,NO,1
F1,17/04/2019,Wednesday,NA,NA,1,4,NO,1
F1,18/04/2019,Thursday,9735,258.0881473,1,1,NO,0
F1,22/04/2019,Monday,NA,NA,1,2,NO,1
F1,23/04/2019,Tuesday,1790.666667,258.0881473,2,1,NO,0
F1,24/04/2019,Wednesday,NA,258.0881473,1,1,NO,1
F1,25/04/2019,Thursday,9735,NA,1,1,NO,1
F1,29/04/2019,Monday,NA,NA,1,1,NO,1
F1,8/5/19,Wednesday,NA,NA,1,3,NO,1
F2,9/4/19,Tuesday,NA,258.0881473,1,1,NO,0
F2,10/4/19,Wednesday,NA,NA,1,1,NO,1
F2,22/04/2019,Monday,744,NA,1,2,NO,1
F2,23/04/2019,Tuesday,NA,NA,2,1,NO,1
F2,24/04/2019,Wednesday,NA,258.0881473,1,1,NO,1
F2,25/04/2019,Thursday,NA,NA,1,1,NO,1
F2,29/04/2019,Monday,744,258.0881473,1,1,NO,0
F3,16/04/2019,Tuesday,569,141.7767165,1,2,NO,1
F3,17/04/2019,Wednesday,36,258.0881473,1,4,NO,1
F3,18/04/2019,Thursday,1504.1,132.335733,1,1,NO,1
F3,22/04/2019,Monday,886.8571429,258.0881473,1,2,NO,1
F3,24/04/2019,Wednesday,36,258.0881473,1,1,NO,1
F3,25/04/2019,Thursday,1504.1,141.7767165,1,1,NO,1
F3,29/04/2019,Monday,886.8571429,258.0881473,1,1,NO,1
F3,1/5/19,Wednesday,36,NA,1,2,NO,1
F3,8/5/19,Wednesday,36,258.0881473,1,3,NO,1
F4,15/04/2019,Monday,5867,258.0881473,1,5,NO,1
F4,16/04/2019,Tuesday,1328.111111,132.335733,1,2,NO,1
F4,17/04/2019,Wednesday,3527,258.0881473,1,4,NO,1
F4,18/04/2019,Thursday,2967.285714,132.335733,1,1,NO,1
F4,22/04/2019,Monday,5867,258.0881473,1,2,NO,1
F4,23/04/2019,Tuesday,1328.111111,169.1490848,2,1,NO,1
F4,24/04/2019,Wednesday,3527,258.0881473,1,1,NO,0
F4,25/04/2019,Thursday,2967.285714,132.335733,1,1,NO,1
F4,26/04/2019,Friday,NA,NA,1,1,NO,1
F4,29/04/2019,Monday,5867,258.0881473,1,1,NO,1
F4,30/04/2019,Tuesday,1328.111111,132.335733,1,2,NO,1
F4,1/5/19,Wednesday,3527,258.0881473,1,2,NO,1
F4,2/5/19,Thursday,2967.285714,132.335733,3,2,NO,1
F4,3/5/19,Friday,NA,NA,1,2,NO,1
F4,7/5/19,Tuesday,1328.111111,141.7767165,1,5,NO,1
F4,8/5/19,Wednesday,3527,258.0881473,1,3,NO,1
F4,9/5/19,Thursday,2967.285714,258.0881473,1,2,NO,1
F5,15/04/2019,Monday,2014.4,258.0881473,1,5,NO,0
F5,16/04/2019,Tuesday,2898,258.0881473,1,2,NO,0
F5,17/04/2019,Wednesday,46,258.0881473,1,4,NO,1
F5,18/04/2019,Thursday,3000,132.335733,1,1,NO,0
F5,22/04/2019,Monday,2014.4,258.0881473,1,2,NO,1
F5,23/04/2019,Tuesday,2898,132.335733,2,1,NO,1
F5,24/04/2019,Wednesday,46,139.4843326,1,1,NO,1
F5,25/04/2019,Thursday,3000,258.0881473,1,1,NO,0
F5,29/04/2019,Monday,2014.4,202.9398888,1,1,NO,1
F5,30/04/2019,Tuesday,2898,258.0881473,1,2,NO,1
F5,1/5/19,Wednesday,46,258.0881473,1,2,NO,1
F5,2/5/19,Thursday,3000,NA,3,2,NO,0
F5,3/5/19,Friday,NA,NA,1,2,NO,1
F5,7/5/19,Tuesday,2898,132.335733,1,5,NO,0
F5,8/5/19,Wednesday,46,258.0881473,1,3,NO,1
F5,9/5/19,Thursday,3000,258.0881473,1,2,NO,1
G1,15/04/2019,Monday,780,NA,1,5,NO,1
G1,16/04/2019,Tuesday,3335.5,258.0881473,1,2,NO,1
G1,17/04/2019,Wednesday,NA,258.0881473,1,4,NO,0
G1,18/04/2019,Thursday,4983,258.0881473,1,1,NO,1
G1,22/04/2019,Monday,780,258.0881473,1,2,NO,0
G1,23/04/2019,Tuesday,3335.5,258.0881473,2,1,NO,0
G1,24/04/2019,Wednesday,NA,258.0881473,1,1,NO,1
G1,25/04/2019,Thursday,4983,258.0881473,1,1,NO,1
G1,29/04/2019,Monday,780,258.0881473,1,1,NO,0
G1,30/04/2019,Tuesday,3335.5,NA,1,2,NO,1
G1,1/5/19,Wednesday,NA,NA,1,2,NO,1
G1,2/5/19,Thursday,4983,258.0881473,3,2,NO,0
G1,8/5/19,Wednesday,NA,258.0881473,1,3,NO,0
G1,9/5/19,Thursday,4983,258.0881473,1,2,NO,1
G2,22/04/2019,Monday,20.5,NA,1,2,NO,1
G2,24/04/2019,Wednesday,NA,NA,1,1,NO,1
G2,9/5/19,Thursday,76,NA,1,2,NO,1
G3,11/4/19,Thursday,2384.75,141.7767165,1,1,NO,1
G3,16/04/2019,Tuesday,1930.142857,141.7767165,1,2,NO,1
G3,17/04/2019,Wednesday,NA,258.0881473,1,4,NO,1
G3,18/04/2019,Thursday,2384.75,141.7767165,1,1,NO,1
G3,22/04/2019,Monday,NA,258.0881473,1,2,NO,1
G3,23/04/2019,Tuesday,1930.142857,141.7767165,2,1,NO,1
G3,24/04/2019,Wednesday,NA,258.0881473,1,1,NO,1
G3,25/04/2019,Thursday,2384.75,132.335733,1,1,NO,1
G3,29/04/2019,Monday,NA,NA,1,1,NO,1
G3,30/04/2019,Tuesday,1930.142857,132.335733,1,2,NO,1
G3,1/5/19,Wednesday,NA,NA,1,2,NO,1
G3,2/5/19,Thursday,2384.75,132.335733,3,2,NO,0
G3,7/5/19,Tuesday,1930.142857,141.7767165,1,5,NO,0
G4,16/04/2019,Tuesday,4317.666667,774.9080656,1,2,NO,1
G4,17/04/2019,Wednesday,2276.25,139.4843326,1,4,NO,0
G4,18/04/2019,Thursday,NA,774.9080656,1,1,NO,1
G4,19/04/2019,Friday,4321.5,774.9080656,1,2,NO,1
G4,24/04/2019,Wednesday,2276.25,NA,1,1,NO,1
G4,25/04/2019,Thursday,NA,774.9080656,1,1,NO,1
G4,29/04/2019,Monday,3869.25,774.9080656,1,1,NO,1
G4,30/04/2019,Tuesday,4317.666667,774.9080656,1,2,NO,0
G4,1/5/19,Wednesday,2276.25,258.0881473,1,2,NO,0
G4,3/5/19,Friday,4321.5,NA,1,2,NO,1
G4,7/5/19,Tuesday,4317.666667,774.9080656,1,5,NO,0
G4,8/5/19,Wednesday,2276.25,258.0881473,1,3,NO,1
G4,10/5/19,Friday,4321.5,774.9080656,1,2,NO,1
G5,11/4/19,Thursday,2274,774.9080656,1,1,YES,1
G5,15/04/2019,Monday,54.33333333,258.0881473,1,5,YES,1
G5,16/04/2019,Tuesday,NA,NA,1,2,YES,1
G5,17/04/2019,Wednesday,NA,258.0881473,1,4,YES,1
G5,22/04/2019,Monday,54.33333333,295.721823,1,2,YES,1
G5,29/04/2019,Monday,54.33333333,NA,1,1,YES,1
G5,30/04/2019,Tuesday,NA,774.9080656,1,2,YES,1
G5,3/5/19,Friday,2581,180.4581399,1,2,YES,1
G5,7/5/19,Tuesday,NA,774.9080656,1,5,YES,1
G5,8/5/19,Wednesday,NA,NA,1,3,YES,1
G5,9/5/19,Thursday,2274,774.9080656,1,2,YES,1
G5,10/5/19,Friday,2581,774.9080656,1,2,YES,1
H1,15/04/2019,Monday,2868.6,504.6236985,1,5,NO,1
H1,17/04/2019,Wednesday,1313.666667,NA,1,4,NO,1
H1,22/04/2019,Monday,2868.6,139.4843326,1,2,NO,1
H1,24/04/2019,Wednesday,1313.666667,180.4581399,1,1,NO,1
H1,29/04/2019,Monday,2868.6,357.2999797,1,1,NO,1
H1,8/5/19,Wednesday,1313.666667,NA,1,3,NO,1
H2,15/04/2019,Monday,2453,504.6236985,1,5,NO,0
H2,17/04/2019,Wednesday,1964.5,NA,1,4,NO,1
H2,18/04/2019,Thursday,NA,NA,1,1,NO,1
H2,22/04/2019,Monday,2453,NA,1,2,NO,1
H2,24/04/2019,Wednesday,1964.5,180.4581399,1,1,NO,1
H2,29/04/2019,Monday,2453,NA,1,1,NO,1
H2,30/04/2019,Tuesday,NA,NA,1,2,NO,1
H2,1/5/19,Wednesday,1964.5,NA,1,2,NO,1
H2,2/5/19,Thursday,NA,NA,3,2,NO,1
H2,7/5/19,Tuesday,NA,NA,1,5,NO,1
H2,8/5/19,Wednesday,1964.5,NA,1,3,NO,1
H3,15/04/2019,Monday,4691,258.0881473,1,5,YES,1
H3,16/04/2019,Tuesday,5433.6,774.9080656,1,2,YES,1
H3,17/04/2019,Wednesday,10174,504.6236985,1,4,YES,1
H3,18/04/2019,Thursday,5779.75,774.9080656,1,1,YES,1
H3,22/04/2019,Monday,4691,258.0881473,1,2,YES,0
H3,23/04/2019,Tuesday,5433.6,774.9080656,2,1,YES,1
H3,24/04/2019,Wednesday,10174,258.0881473,1,1,YES,1
H3,25/04/2019,Thursday,5779.75,774.9080656,1,1,YES,0
H3,29/04/2019,Monday,4691,258.0881473,1,1,YES,1
H3,30/04/2019,Tuesday,5433.6,420.9233811,1,2,YES,1
H3,1/5/19,Wednesday,10174,258.0881473,1,2,YES,1
H3,7/5/19,Tuesday,5433.6,774.9080656,1,5,YES,1
H3,8/5/19,Wednesday,10174,NA,1,3,YES,1
H3,9/5/19,Thursday,5779.75,504.6236985,1,2,YES,1
H4,15/04/2019,Monday,4575,774.9080656,1,5,YES,0
H4,16/04/2019,Tuesday,2366.5,774.9080656,1,2,YES,1
H4,17/04/2019,Wednesday,177.5714286,180.4581399,1,4,YES,0
H4,18/04/2019,Thursday,268,NA,1,1,YES,1
H4,19/04/2019,Friday,2982.333333,774.9080656,1,2,YES,1
H4,22/04/2019,Monday,4575,NA,1,2,YES,0
H4,23/04/2019,Tuesday,2366.5,774.9080656,2,1,YES,1
H4,24/04/2019,Wednesday,177.5714286,NA,1,1,YES,1
H4,25/04/2019,Thursday,268,774.9080656,1,1,YES,1
H4,26/04/2019,Friday,2982.333333,774.9080656,1,1,YES,0
H4,29/04/2019,Monday,4575,NA,1,1,YES,0
H4,30/04/2019,Tuesday,2366.5,420.9233811,1,2,YES,1
H4,1/5/19,Wednesday,177.5714286,180.4581399,1,2,YES,0
H4,2/5/19,Thursday,268,NA,3,2,YES,1
H4,3/5/19,Friday,2982.333333,478.2294629,1,2,YES,1
H4,8/5/19,Wednesday,177.5714286,234.7218678,1,3,YES,0
H4,9/5/19,Thursday,268,NA,1,2,YES,1
H4,10/5/19,Friday,2982.333333,180.4581399,1,2,YES,1
H5,15/04/2019,Monday,3837,NA,1,5,NO,1
H5,16/04/2019,Tuesday,3815.4,402.9031196,1,2,NO,1
H5,17/04/2019,Wednesday,4861.75,774.9080656,1,4,NO,1
H5,22/04/2019,Monday,3837,774.9080656,1,2,NO,1
H5,24/04/2019,Wednesday,4861.75,774.9080656,1,1,NO,1
H5,25/04/2019,Thursday,3863.833333,774.9080656,1,1,NO,1
H5,30/04/2019,Tuesday,3815.4,304.8671922,1,2,NO,1
H5,1/5/19,Wednesday,4861.75,774.9080656,1,2,NO,1
H5,2/5/19,Thursday,3863.833333,330.5009508,3,2,NO,1
H5,8/5/19,Wednesday,4861.75,774.9080656,1,3,NO,1
H5,9/5/19,Thursday,3863.833333,308.6056582,1,2,NO,1
